5  6   100  6
0	200
0	200
0	200
0	200
0	200
0	200
0	40  50  0  0  0  0  0  1236
1	45  68  90  10  2  3  9  18  36  0  1127
2	45  70  90  30  6  1  63  0  1125
3	42  66  90  10  6  1  63  0  1129
4	42  68  90  10  1  6  1  2  4  8  16  32  727  782
5	42  65  90  10  2  3  9  18  36  0  1130
6	40  69  90  20  6  1  63  0  1127
7	40  66  90  20  3  2  21  42  0  1130
8	38  68  90  20  3  2  21  42  255  324
9	38  70  90  10  1  6  1  2  4  8  16  32  534  605
10	35  66  90  10  6  1  63  0  1129
11	35  69  90  10  6  1  63  448  505
12	25  85  90  20  1  6  1  2  4  8  16  32  0  1107
13	22  75  90  30  2  3  9  18  36  30  92
14	22  85  90  10  6  1  63  0  1106
15	20  80  90  40  6  1  63  384  429
16	20  85  90  40  3  2  21  42  0  1105
17	18  75  90  20  1  6  1  2  4  8  16  32  0  1112
18	15  75  90  20  3  2  21  42  0  1110
19	15  80  90  10  3  2  21  42  0  1106
20	30  50  90  10  6  1  63  0  1136
21	30  52  90  20  1  6  1  2  4  8  16  32  0  1135
22	28  52  90  20  1  6  1  2  4  8  16  32  0  1133
23	28  55  90  10  6  1  63  732  777
24	25  50  90  10  3  2  21  42  0  1131
25	25  52  90  40  3  2  21  42  169  224
26	25  55  90  10  6  1  63  0  1130
27	23  52  90  10  2  3  9  18  36  0  1128
28	23  55  90  20  2  3  9  18  36  0  1128
29	20  50  90  10  2  3  9  18  36  0  1126
30	20  55  90  10  1  6  1  2  4  8  16  32  0  1125
31	10  35  90  20  6  1  63  0  1112
32	10  40  90  30  3  2  21  42  0  1114
33	8  40  90  40  6  1  63  0  1112
34	8  45  90  20  3  2  21  42  0  1113
35	5  35  90  10  2  3  9  18  36  0  1107
36	5  45  90  10  6  1  63  0  1110
37	2  40  90  20  3  2  21  42  0  1106
38	0  40  90  30  1  6  1  2  4  8  16  32  479  522
39	0  45  90  20  2  3  9  18  36  0  1105
40	35  30  90  10  1  6  1  2  4  8  16  32  0  1125
41	35  32  90  10  6  1  63  0  1127
42	33  32  90  20  6  1  63  0  1126
43	33  35  90  10  3  2  21  42  0  1129
44	32  30  90  10  6  1  63  359  412
45	30  30  90  10  2  3  9  18  36  0  1123
46	30  32  90  30  2  3  9  18  36  0  1125
47	30  35  90  10  1  6  1  2  4  8  16  32  0  1127
48	28  30  90  10  3  2  21  42  0  1122
49	28  35  90  10  2  3  9  18  36  0  1126
50	26  32  90  10  2  3  9  18  36  0  1123
51	25  30  90  10  1  6  1  2  4  8  16  32  0  1121
52	25  35  90  10  3  2  21  42  0  1124
53	44  5  90  20  3  2  21  42  286  347
54	42  10  90  40  6  1  63  0  1105
55	42  15  90  10  1  6  1  2  4  8  16  32  95  158
56	40  5  90  30  2  3  9  18  36  0  1101
57	40  15  90  40  6  1  63  0  1111
58	38  5  90  30  2  3  9  18  36  471  534
59	38  15  90  10  1  6  1  2  4  8  16  32  0  1110
60	35  5  90  20  2  3  9  18  36  0  1100
61	50  30  90  10  6  1  63  0  1123
62	50  35  90  20  6  1  63  262  317
63	50  40  90  50  6  1  63  0  1131
64	48  30  90  10  3  2  21  42  0  1124
65	48  40  90  10  2  3  9  18  36  0  1133
66	47  35  90  10  3  2  21  42  0  1129
67	47  40  90  10  1  6  1  2  4  8  16  32  12  77
68	45  30  90  10  2  3  9  18  36  0  1125
69	45  35  90  10  1  6  1  2  4  8  16  32  916  969
70	95  30  90  30  1  6  1  2  4  8  16  32  0  1087
71	95  35  90  20  2  3  9  18  36  0  1088
72	53  30  90  10  6  1  63  0  1122
73	92  30  90  10  6  1  63  0  1090
74	53  35  90  50  2  3  9  18  36  353  412
75	45  65  90  20  1  6  1  2  4  8  16  32  0  1130
76	90  35  90  10  3  2  21  42  203  260
77	88  30  90  10  6  1  63  574  643
78	88  35  90  20  2  3  9  18  36  0  1095
79	87  30  90  10  1  6  1  2  4  8  16  32  668  731
80	85  25  90  10  3  2  21  42  0  1094
81	85  35  90  30  1  6  1  2  4  8  16  32  0  1098
82	75  55  90  20  2  3  9  18  36  0  1110
83	72  55  90  10  2  3  9  18  36  0  1113
84	70  58  90  20  2  3  9  18  36  458  523
85	68  60  90  30  2  3  9  18  36  0  1116
86	66  55  90  10  3  2  21  42  0  1119
87	65  55  90  20  1  6  1  2  4  8  16  32  85  144
88	65  60  90  30  1  6  1  2  4  8  16  32  0  1119
89	63  58  90  10  3  2  21  42  0  1121
90	60  55  90  10  3  2  21  42  0  1125
91	60  60  90  10  6  1  63  0  1123
92	67  85  90  20  3  2  21  42  368  441
93	65  85  90  40  3  2  21  42  0  1102
94	65  82  90  10  3  2  21  42  0  1105
95	62  80  90  30  2  3  9  18  36  0  1108
96	60  80  90  10  1  6  1  2  4  8  16  32  0  1109
97	60  85  90  30  1  6  1  2  4  8  16  32  0  1105
98	58  75  90  20  3  2  21  42  0  1115
99	55  80  90  10  1  6  1  2  4  8  16  32  743  820
100	55  85  90  20  1  6  1  2  4  8  16  32  647  726
