5  11   100  4
0	200
0	200
0	200
0	200
0	35  35  0  0  0  0  0  230
1	41  49  10  10  2  2  5  10  151  181
2	35  17  10  7  4  1  15  40  70
3	55  45  10  13  2  2  5  10  106  136
4	55  20  10  19  4  1  15  139  169
5	15  30  10  26  1  4  1  2  4  8  24  54
6	25  30  10  3  1  4  1  2  4  8  89  119
7	20  50  10  5  4  1  15  71  101
8	10  43  10  9  1  4  1  2  4  8  85  115
9	55  60  10  16  4  1  15  87  117
10	30  60  10  16  4  1  15  114  144
11	20  65  10  12  4  1  15  57  87
12	50  35  10  19  1  4  1  2  4  8  53  83
13	30  25  10  23  4  1  15  149  179
14	15  10  10  20  4  1  15  32  62
15	30  5  10  8  1  4  1  2  4  8  51  81
16	10  20  10  19  4  1  15  65  95
17	5  30  10  2  4  1  15  147  177
18	20  40  10  12  2  2  5  10  77  107
19	15  60  10  17  1  4  1  2  4  8  66  96
20	45  65  10  9  2  2  5  10  116  146
21	45  20  10  11  4  1  15  52  82
22	45  10  10  18  2  2  5  10  87  117
23	55  5  10  29  2  2  5  10  58  88
24	65  35  10  3  1  4  1  2  4  8  143  173
25	65  20  10  6  1  4  1  2  4  8  156  186
26	45  30  10  17  4  1  15  122  152
27	35  40  10  16  4  1  15  27  57
28	41  37  10  16  2  2  5  10  29  59
29	64  42  10  9  4  1  15  53  83
30	40  60  10  21  1  4  1  2  4  8  61  91
31	31  52  10  27  4  1  15  40  70
32	35  69  10  23  2  2  5  10  131  161
33	53  52  10  11  4  1  15  27  57
34	65  55  10  14  1  4  1  2  4  8  107  137
35	63  65  10  8  1  4  1  2  4  8  133  163
36	2  60  10  5  4  1  15  41  71
37	20  20  10  8  2  2  5  10  124  154
38	5  5  10  16  4  1  15  73  103
39	60  12  10  31  4  1  15  34  64
40	40  25  10  9  2  2  5  10  75  105
41	42  7  10  5  2  2  5  10  87  117
42	24  12  10  5  2  2  5  10  25  55
43	23  3  10  7  1  4  1  2  4  8  122  152
44	11  14  10  18  1  4  1  2  4  8  59  89
45	6  38  10  16  4  1  15  29  59
46	2  48  10  1  2  2  5  10  107  137
47	8  56  10  27  4  1  15  41  71
48	13  52  10  36  1  4  1  2  4  8  155  185
49	6  68  10  30  1  4  1  2  4  8  98  128
50	47  47  10  13  2  2  5  10  114  144
51	49  58  10  10  2  2  5  10  78  108
52	27  43  10  9  4  1  15  42  72
53	37  31  10  14  1  4  1  2  4  8  85  115
54	57  29  10  18  2  2  5  10  130  160
55	63  23  10  2  4  1  15  126  156
56	53  12  10  6  1  4  1  2  4  8  120  150
57	32  12  10  7  4  1  15  91  121
58	36  26  10  18  1  4  1  2  4  8  180  210
59	21  24  10  28  4  1  15  17  47
60	17  34  10  3  1  4  1  2  4  8  152  182
61	12  24  10  13  1  4  1  2  4  8  66  96
62	24  58  10  19  2  2  5  10  48  78
63	27  69  10  10  2  2  5  10  34  64
64	15  77  10  9  2  2  5  10  63  93
65	62  77  10  20  4  1  15  49  79
66	49  73  10  25  4  1  15  117  147
67	67  5  10  25  2  2  5  10  73  103
68	56  39  10  36  1  4  1  2  4  8  132  162
69	37  47  10  6  4  1  15  40  70
70	37  56  10  5  2  2  5  10  168  198
71	57  68  10  15  1  4  1  2  4  8  67  97
72	47  16  10  25  2  2  5  10  25  55
73	44  17  10  9  4  1  15  68  98
74	46  13  10  8  1  4  1  2  4  8  139  169
75	49  11  10  18  1  4  1  2  4  8  59  89
76	49  42  10  13  4  1  15  63  93
77	53  43  10  14  1  4  1  2  4  8  169  199
78	61  52  10  3  1  4  1  2  4  8  86  116
79	57  48  10  23  2  2  5  10  82  112
80	56  37  10  6  4  1  15  168  198
81	55  54  10  26  1  4  1  2  4  8  84  114
82	15  47  10  16  4  1  15  45  75
83	14  37  10  11  4  1  15  34  64
84	11  31  10  7  2  2  5  10  91  121
85	16  22  10  41  1  4  1  2  4  8  81  111
86	4  18  10  35  2  2  5  10  84  114
87	28  18  10  26  1  4  1  2  4  8  83  113
88	26  52  10  9  2  2  5  10  64  94
89	26  35  10  15  1  4  1  2  4  8  166  196
90	31  67  10  3  2  2  5  10  85  115
91	15  19  10  1  4  1  15  150  180
92	22  22  10  2  2  2  5  10  18  48
93	18  24  10  22  1  4  1  2  4  8  169  199
94	26  27  10  27  2  2  5  10  90  120
95	25  24  10  20  1  4  1  2  4  8  29  59
96	22  27  10  11  2  2  5  10  125  155
97	25  21  10  12  1  4  1  2  4  8  123  153
98	19  21  10  10  2  2  5  10  48  78
99	20  26  10  9  2  2  5  10  73  103
100	18  18  10  17  2  2  5  10  165  195
