5  7   100  4
0	200
0	200
0	200
0	200
0	35  35  0  0  0  0  0  230
1	41  49  10  10  1  4  1  2  4  8  0  204
2	35  17  10  7  2  2  5  10  0  202
3	55  45  10  13  1  4  1  2  4  8  0  197
4	55  20  10  19  2  2  5  10  149  159
5	15  30  10  26  2  2  5  10  0  199
6	25  30  10  3  1  4  1  2  4  8  0  208
7	20  50  10  5  1  4  1  2  4  8  0  198
8	10  43  10  9  2  2  5  10  95  105
9	55  60  10  16  2  2  5  10  97  107
10	30  60  10  16  4  1  15  0  194
11	20  65  10  12  1  4  1  2  4  8  67  77
12	50  35  10  19  4  1  15  0  205
13	30  25  10  23  4  1  15  159  169
14	15  10  10  20  1  4  1  2  4  8  0  187
15	30  5  10  8  2  2  5  10  61  71
16	10  20  10  19  2  2  5  10  0  190
17	5  30  10  2  1  4  1  2  4  8  0  189
18	20  40  10  12  1  4  1  2  4  8  0  204
19	15  60  10  17  4  1  15  0  187
20	45  65  10  9  1  4  1  2  4  8  0  188
21	45  20  10  11  1  4  1  2  4  8  0  201
22	45  10  10  18  4  1  15  0  193
23	55  5  10  29  4  1  15  68  78
24	65  35  10  3  2  2  5  10  0  190
25	65  20  10  6  4  1  15  172  182
26	45  30  10  17  2  2  5  10  0  208
27	35  40  10  16  1  4  1  2  4  8  0  215
28	41  37  10  16  4  1  15  0  213
29	64  42  10  9  4  1  15  0  190
30	40  60  10  21  1  4  1  2  4  8  0  194
31	31  52  10  27  2  2  5  10  0  202
32	35  69  10  23  2  2  5  10  0  186
33	53  52  10  11  2  2  5  10  0  195
34	65  55  10  14  4  1  15  0  183
35	63  65  10  8  2  2  5  10  0  178
36	2  60  10  5  2  2  5  10  0  178
37	20  20  10  8  2  2  5  10  0  198
38	5  5  10  16  1  4  1  2  4  8  83  93
39	60  12  10  31  4  1  15  0  186
40	40  25  10  9  4  1  15  0  208
41	42  7  10  5  4  1  15  0  191
42	24  12  10  5  2  2  5  10  0  194
43	23  3  10  7  1  4  1  2  4  8  0  185
44	11  14  10  18  2  2  5  10  69  79
45	6  38  10  16  1  4  1  2  4  8  0  190
46	2  48  10  1  4  1  15  0  184
47	8  56  10  27  2  2  5  10  0  185
48	13  52  10  36  2  2  5  10  0  192
49	6  68  10  30  2  2  5  10  0  176
50	47  47  10  13  2  2  5  10  0  203
51	49  58  10  10  4  1  15  0  193
52	27  43  10  9  4  1  15  0  208
53	37  31  10  14  1  4  1  2  4  8  95  105
54	57  29  10  18  4  1  15  0  197
55	63  23  10  2  2  2  5  10  136  146
56	53  12  10  6  2  2  5  10  0  190
57	32  12  10  7  4  1  15  0  196
58	36  26  10  18  2  2  5  10  200  210
59	21  24  10  28  1  4  1  2  4  8  0  202
60	17  34  10  3  1  4  1  2  4  8  0  201
61	12  24  10  13  4  1  15  0  194
62	24  58  10  19  1  4  1  2  4  8  58  68
63	27  69  10  10  2  2  5  10  0  185
64	15  77  10  9  2  2  5  10  0  173
65	62  77  10  20  4  1  15  0  170
66	49  73  10  25  2  2  5  10  0  179
67	67  5  10  25  4  1  15  83  93
68	56  39  10  36  4  1  15  0  198
69	37  47  10  6  1  4  1  2  4  8  50  60
70	37  56  10  5  1  4  1  2  4  8  0  198
71	57  68  10  15  4  1  15  0  180
72	47  16  10  25  4  1  15  0  197
73	44  17  10  9  1  4  1  2  4  8  0  199
74	46  13  10  8  4  1  15  149  159
75	49  11  10  18  4  1  15  0  192
76	49  42  10  13  1  4  1  2  4  8  73  83
77	53  43  10  14  1  4  1  2  4  8  179  189
78	61  52  10  3  1  4  1  2  4  8  0  188
79	57  48  10  23  4  1  15  92  102
80	56  37  10  6  2  2  5  10  0  198
81	55  54  10  26  1  4  1  2  4  8  0  192
82	15  47  10  16  1  4  1  2  4  8  0  196
83	14  37  10  11  4  1  15  0  198
84	11  31  10  7  4  1  15  101  111
85	16  22  10  41  2  2  5  10  0  196
86	4  18  10  35  2  2  5  10  0  184
87	28  18  10  26  2  2  5  10  93  103
88	26  52  10  9  1  4  1  2  4  8  0  200
89	26  35  10  15  1  4  1  2  4  8  0  211
90	31  67  10  3  4  1  15  0  187
91	15  19  10  1  2  2  5  10  0  194
92	22  22  10  2  1  4  1  2  4  8  18  28
93	18  24  10  22  4  1  15  0  199
94	26  27  10  27  1  4  1  2  4  8  0  207
95	25  24  10  20  1  4  1  2  4  8  0  205
96	22  27  10  11  1  4  1  2  4  8  0  204
97	25  21  10  12  4  1  15  0  202
98	19  21  10  10  2  2  5  10  0  198
99	20  26  10  9  4  1  15  83  93
100	18  18  10  17  4  1  15  185  195
