5  7   100  6
0	200
0	200
0	200
0	200
0	200
0	200
0	40  50  0  0  0  0  0  240
1	25  85  10  20  3  2  21  42  0  191
2	22  75  10  30  6  1  63  0  199
3	22  85  10  10  1  6  1  2  4  8  16  32  0  190
4	20  80  10  40  2  3  9  18  36  141  171
5	20  85  10  20  6  1  63  0  189
6	18  75  10  20  2  3  9  18  36  95  125
7	15  75  10  20  3  2  21  42  0  194
8	15  80  10  10  3  2  21  42  91  121
9	10  35  10  20  3  2  21  42  91  121
10	10  40  10  30  2  3  9  18  36  119  149
11	8  40  10  40  2  3  9  18  36  59  89
12	8  45  10  20  3  2  21  42  0  197
13	5  35  10  10  2  3  9  18  36  142  172
14	5  45  10  10  6  1  63  0  194
15	2  40  10  20  6  1  63  58  88
16	0  40  10  20  3  2  21  42  0  188
17	0  45  10  20  2  3  9  18  36  149  179
18	44  5  10  20  2  3  9  18  36  0  184
19	42  10  10  40  1  6  1  2  4  8  16  32  0  189
20	42  15  10  10  2  3  9  18  36  0  194
21	40  5  10  10  2  3  9  18  36  0  185
22	40  15  10  40  3  2  21  42  92  122
23	38  5  10  30  2  3  9  18  36  65  95
24	38  15  10  10  1  6  1  2  4  8  16  32  0  194
25	35  5  10  20  6  1  63  154  184
26	95  30  10  30  6  1  63  0  171
27	95  35  10  20  1  6  1  2  4  8  16  32  62  92
28	92  30  10  10  1  6  1  2  4  8  16  32  0  174
29	90  35  10  10  2  3  9  18  36  0  177
30	88  30  10  10  6  1  63  74  104
31	88  35  10  20  2  3  9  18  36  0  179
32	87  30  10  10  6  1  63  0  178
33	85  25  10  10  1  6  1  2  4  8  16  32  51  81
34	85  35  10  30  3  2  21  42  0  182
35	67  85  10  20  1  6  1  2  4  8  16  32  139  169
36	65  85  10  40  3  2  21  42  43  73
37	65  82  10  10  1  6  1  2  4  8  16  32  0  189
38	62  80  10  30  6  1  63  75  105
39	60  80  10  10  2  3  9  18  36  37  67
40	60  85  10  30  3  2  21  42  85  115
41	58  75  10  20  1  6  1  2  4  8  16  32  92  122
42	55  80  10  10  3  2  21  42  33  63
43	55  85  10  20  6  1  63  0  191
44	55  82  10  10  6  1  63  64  94
45	20  82  10  10  2  3  9  18  36  37  67
46	18  80  10  10  2  3  9  18  36  0  192
47	2  45  10  10  1  6  1  2  4  8  16  32  0  191
48	42  5  10  10  1  6  1  2  4  8  16  32  0  184
49	42  12  10  10  3  2  21  42  104  134
50	72  35  10  30  2  3  9  18  36  0  194
51	55  20  10  19  6  1  63  0  196
52	25  30  10  3  3  2  21  42  0  205
53	20  50  10  5  6  1  63  91  121
54	55  60  10  16  6  1  63  0  211
55	30  60  10  16  2  3  9  18  36  140  170
56	50  35  10  19  6  1  63  130  160
57	30  25  10  23  1  6  1  2  4  8  16  32  0  203
58	15  10  10  20  2  3  9  18  36  152  182
59	10  20  10  19  3  2  21  42  0  187
60	15  60  10  17  2  3  9  18  36  0  203
61	45  65  10  9  6  1  63  0  214
62	65  35  10  3  3  2  21  42  52  82
63	65  20  10  6  6  1  63  0  190
64	45  30  10  17  6  1  63  53  83
65	35  40  10  16  6  1  63  11  41
66	41  37  10  16  1  6  1  2  4  8  16  32  133  163
67	64  42  10  9  2  3  9  18  36  70  100
68	40  60  10  21  1  6  1  2  4  8  16  32  144  174
69	31  52  10  27  1  6  1  2  4  8  16  32  41  71
70	35  69  10  23  3  2  21  42  180  210
71	65  55  10  14  6  1  63  0  204
72	63  65  10  8  3  2  21  42  0  202
73	2  60  10  5  3  2  21  42  0  190
74	20  20  10  8  1  6  1  2  4  8  16  32  141  171
75	5  5  10  16  3  2  21  42  0  172
76	60  12  10  31  1  6  1  2  4  8  16  32  75  105
77	23  3  10  7  2  3  9  18  36  150  180
78	8  56  10  27  6  1  63  90  120
79	6  68  10  30  1  6  1  2  4  8  16  32  89  119
80	47  47  10  13  1  6  1  2  4  8  16  32  192  222
81	49  58  10  10  3  2  21  42  0  217
82	27  43  10  9  3  2  21  42  0  215
83	37  31  10  14  2  3  9  18  36  0  210
84	57  29  10  18  1  6  1  2  4  8  16  32  96  126
85	63  23  10  2  2  3  9  18  36  0  194
86	21  24  10  28  3  2  21  42  0  197
87	12  24  10  13  2  3  9  18  36  90  120
88	24  58  10  19  1  6  1  2  4  8  16  32  67  97
89	67  5  10  25  3  2  21  42  0  177
90	37  47  10  6  6  1  63  0  225
91	49  42  10  13  1  6  1  2  4  8  16  32  0  217
92	53  43  10  14  1  6  1  2  4  8  16  32  14  44
93	61  52  10  3  3  2  21  42  178  208
94	57  48  10  23  6  1  63  0  212
95	56  37  10  6  2  3  9  18  36  0  209
96	55  54  10  26  6  1  63  0  214
97	4  18  10  35  1  6  1  2  4  8  16  32  0  181
98	26  52  10  9  1  6  1  2  4  8  16  32  0  215
99	26  35  10  15  3  2  21  42  77  107
100	31  67  10  3  6  1  63  180  210
