5  8   100  4
0	200
0	200
0	200
0	200
0	40  50  0  0  0  0  0  1236
1	45  68  90  10  1  4  1  2  4  8  885  994
2	45  70  90  30  2  2  5  10  802  893
3	42  66  90  10  1  4  1  2  4  8  25  186
4	42  68  90  10  2  2  5  10  699  810
5	42  65  90  10  1  4  1  2  4  8  15  120
6	40  69  90  20  4  1  15  580  743
7	40  66  90  20  4  1  15  142  253
8	38  68  90  20  4  1  15  220  359
9	38  70  90  10  1  4  1  2  4  8  499  640
10	35  66  90  10  1  4  1  2  4  8  331  436
11	35  69  90  10  2  2  5  10  420  533
12	25  85  90  20  1  4  1  2  4  8  617  756
13	22  75  90  30  1  4  1  2  4  8  30  155
14	22  85  90  10  4  1  15  541  646
15	20  80  90  40  2  2  5  10  362  451
16	20  85  90  40  1  4  1  2  4  8  448  555
17	18  75  90  20  4  1  15  75  172
18	15  75  90  20  4  1  15  142  291
19	15  80  90  10  2  2  5  10  244  379
20	30  50  90  10  1  4  1  2  4  8  10  137
21	30  52  90  20  1  4  1  2  4  8  888  991
22	28  52  90  20  2  2  5  10  776  919
23	28  55  90  10  2  2  5  10  709  800
24	25  50  90  10  2  2  5  10  25  184
25	25  52  90  40  4  1  15  142  251
26	25  55  90  10  2  2  5  10  582  741
27	23  52  90  10  4  1  15  234  343
28	23  55  90  20  4  1  15  523  616
29	20  50  90  10  2  2  5  10  335  428
30	20  55  90  10  2  2  5  10  422  531
31	10  35  90  20  2  2  5  10  181  256
32	10  40  90  30  4  1  15  31  170
33	8  40  90  40  1  4  1  2  4  8  52  193
34	8  45  90  20  1  4  1  2  4  8  719  848
35	5  35  90  10  2  2  5  10  252  375
36	5  45  90  10  2  2  5  10  639  742
37	2  40  90  20  1  4  1  2  4  8  357  460
38	0  40  90  30  4  1  15  457  544
39	0  45  90  20  1  4  1  2  4  8  538  653
40	35  30  90  10  4  1  15  236  349
41	35  32  90  10  4  1  15  132  269
42	33  32  90  20  4  1  15  27  190
43	33  35  90  10  2  2  5  10  16  144
44	32  30  90  10  2  2  5  10  332  439
45	30  30  90  10  1  4  1  2  4  8  512  629
46	30  32  90  30  4  1  15  417  540
47	30  35  90  10  1  4  1  2  4  8  982  1127
48	28  30  90  10  2  2  5  10  601  724
49	28  35  90  10  2  2  5  10  969  1098
50	26  32  90  10  4  1  15  783  912
51	25  30  90  10  1  4  1  2  4  8  695  816
52	25  35  90  10  4  1  15  883  998
53	44  5  90  20  1  4  1  2  4  8  255  378
54	42  10  90  40  4  1  15  150  293
55	42  15  90  10  4  1  15  63  190
56	40  5  90  30  1  4  1  2  4  8  359  462
57	40  15  90  40  1  4  1  2  4  8  35  140
58	38  5  90  30  2  2  5  10  439  566
59	38  15  90  10  2  2  5  10  607  784
60	35  5  90  20  2  2  5  10  529  662
61	50  30  90  10  4  1  15  491  650
62	50  35  90  20  4  1  15  235  344
63	50  40  90  50  4  1  15  147  242
64	48  30  90  10  1  4  1  2  4  8  601  724
65	48  40  90  10  2  2  5  10  50  155
66	47  35  90  10  1  4  1  2  4  8  802  899
67	47  40  90  10  1  4  1  2  4  8  12  143
68	45  30  90  10  2  2  5  10  712  799
69	45  35  90  10  1  4  1  2  4  8  889  996
70	95  30  90  30  1  4  1  2  4  8  353  490
71	95  35  90  20  1  4  1  2  4  8  260  393
72	53  30  90  10  4  1  15  422  533
73	92  30  90  10  4  1  15  442  587
74	53  35  90  50  1  4  1  2  4  8  323  442
75	45  65  90  20  4  1  15  962  1103
76	90  35  90  10  4  1  15  175  288
77	88  30  90  10  2  2  5  10  539  678
78	88  35  90  20  1  4  1  2  4  8  78  201
79	87  30  90  10  2  2  5  10  636  763
80	85  25  90  10  4  1  15  744  845
81	85  35  90  30  4  1  15  47  201
82	75  55  90  20  1  4  1  2  4  8  344  445
83	72  55  90  10  4  1  15  228  375
84	70  58  90  20  1  4  1  2  4  8  425  556
85	68  60  90  30  2  2  5  10  527  640
86	66  55  90  10  4  1  15  141  270
87	65  55  90  20  4  1  15  56  173
88	65  60  90  30  4  1  15  614  739
89	63  58  90  10  4  1  15  705  834
90	60  55  90  10  2  2  5  10  20  148
91	60  60  90  10  1  4  1  2  4  8  809  916
92	67  85  90  20  2  2  5  10  331  478
93	65  85  90  40  1  4  1  2  4  8  453  540
94	65  82  90  10  1  4  1  2  4  8  260  361
95	62  80  90  30  2  2  5  10  174  261
96	60  80  90  10  2  2  5  10  64  187
97	60  85  90  30  2  2  5  10  531  652
98	58  75  90  20  2  2  5  10  30  139
99	55  80  90  10  2  2  5  10  705  858
100	55  85  90  20  4  1  15  608  765
